country_labels,country,year,lat,lon,GID_1,GID_2,wealthpooled,households,urban_rural
0,angola,2011,-9.661635,16.297115,AGO.14,AGO.14.9,-1.067948461,37,0
0,angola,2011,-9.469572,16.157832,AGO.14,AGO.14.1,-1.023979545,29,0
0,angola,2011,-9.445209,16.151481,AGO.14,AGO.14.1,-0.958844066,21,0
0,angola,2011,-8.354865,16.118953,AGO.14,AGO.14.2,-0.677431762,24,0
0,angola,2011,-8.378798,16.116516,AGO.14,AGO.14.2,-1.181707025,21,0
0,angola,2011,-8.809969,16.79541,AGO.14,AGO.14.5,0.409049183,34,0
0,angola,2011,-8.821804,16.767913,AGO.14,AGO.14.5,-0.800044835,37,0
0,angola,2011,-8.495734,16.404243,AGO.14,AGO.14.5,-1.137204528,29,0
0,angola,2011,-8.52078,16.361114,AGO.14,AGO.14.5,-0.920501232,24,0
0,angola,2011,-10.972333,17.549232,AGO.14,AGO.14.8,-0.858869731,36,0
0,angola,2011,-10.999863,17.564071,AGO.14,AGO.14.8,-0.57754302,31,0
0,angola,2011,-9.478349,16.860985,AGO.14,AGO.14.12,-0.8104406,33,0
0,angola,2011,-9.481052,16.859833,AGO.14,AGO.14.12,-0.934135735,33,0
0,angola,2011,-9.271637,15.235037,AGO.6,AGO.6.9,-1.01384294,34,0
0,angola,2011,-9.253066,15.241698,AGO.6,AGO.6.9,-1.095772982,28,1
0,angola,2011,-8.177555,15.379147,AGO.6,AGO.6.1,-0.666117132,37,0
0,angola,2011,-8.205036,15.397273,AGO.6,AGO.6.1,-0.983263195,35,0
0,angola,2011,-8.896356,15.599051,AGO.6,AGO.6.13,-1.125016809,35,0
0,angola,2011,-8.989537,15.580459,AGO.6,AGO.6.13,-0.752867877,25,0
0,angola,2011,-7.790408,15.392677,AGO.17,AGO.17.10,-1.023241639,37,0
0,angola,2011,-8.02952,15.575171,AGO.17,AGO.17.10,-0.882599413,31,0
0,angola,2011,-6.066164,15.087652,AGO.17,AGO.17.7,0.157952711,37,0
0,angola,2011,-6.081505,15.064407,AGO.17,AGO.17.7,-0.481426567,37,0
0,angola,2011,-6.661051,15.11861,AGO.17,AGO.17.6,-0.600045264,12,0
0,angola,2011,-6.696079,15.13254,AGO.17,AGO.17.6,-0.543602765,22,0
0,angola,2011,-7.549677,15.45235,AGO.17,AGO.17.5,-1.047140837,37,0
0,angola,2011,-7.285451,15.377354,AGO.17,AGO.17.5,-1.162986517,37,0
0,angola,2011,-6.492766,16.196565,AGO.17,AGO.17.12,-0.969230235,36,0
0,angola,2011,-6.613551,16.243775,AGO.17,AGO.17.12,-0.901126623,37,0
0,angola,2011,-6.622739,16.385077,AGO.17,AGO.17.12,-0.884259284,37,0
0,angola,2011,-6.58359,16.463289,AGO.17,AGO.17.12,-0.89466095,35,0
0,angola,2011,-6.476821,15.739399,AGO.17,AGO.17.7,-1.021829844,37,0
0,angola,2011,-6.496367,15.90848,AGO.17,AGO.17.4,-1.02714169,37,0
0,angola,2011,-14.924358,13.499334,AGO.10,AGO.10.10,1.136570215,37,1
0,angola,2011,-14.921202,13.4958,AGO.10,AGO.10.10,1.816604137,36,1
0,angola,2011,-14.916416,13.501424,AGO.10,AGO.10.10,1.864248633,33,1
0,angola,2011,-14.926751,13.495507,AGO.10,AGO.10.10,1.578224421,35,1
0,angola,2011,-14.912081,13.501654,AGO.10,AGO.10.10,1.335441589,34,1
0,angola,2011,-14.925065,13.495747,AGO.10,AGO.10.10,1.671974897,35,1
0,angola,2011,-14.920751,13.493788,AGO.10,AGO.10.10,1.541961312,35,1
0,angola,2011,-14.91614,13.508469,AGO.10,AGO.10.10,1.725415707,32,1
0,angola,2011,-17.066422,15.719677,AGO.8,AGO.8.2,1.009210467,37,1
0,angola,2011,-17.06959,15.705331,AGO.8,AGO.8.2,1.38325882,37,1
0,angola,2011,-15.121938,12.141942,AGO.16,AGO.16.3,0.800037503,33,1
0,angola,2011,-15.193016,12.161707,AGO.16,AGO.16.3,2.110945225,32,1
0,angola,2011,-15.81808,11.82366,AGO.16,AGO.16.4,1.426868558,32,1
0,angola,2011,-15.798489,11.856787,AGO.16,AGO.16.4,1.155054212,34,1
0,angola,2011,-15.808056,17.921414,AGO.5,AGO.5.7,-1.112221837,37,0
0,angola,2011,-15.469869,17.996156,AGO.5,AGO.5.7,-0.859808743,35,0
0,angola,2011,-15.498097,17.98579,AGO.5,AGO.5.7,-0.878539801,37,0
0,angola,2011,-15.499702,17.969204,AGO.5,AGO.5.7,-0.872339785,37,0
0,angola,2011,-16.219002,17.676093,AGO.5,AGO.5.7,-1.230049253,37,0
0,angola,2011,-15.812094,17.51968,AGO.5,AGO.5.7,-1.202991009,24,0
0,angola,2011,-15.874966,17.406166,AGO.5,AGO.5.7,-1.269092202,13,0
0,angola,2011,-15.300348,17.354066,AGO.5,AGO.5.7,-1.157966614,25,0
0,angola,2011,-16.296247,22.043261,AGO.5,AGO.5.9,-1.075581789,37,0
0,angola,2011,-16.363459,22.002347,AGO.5,AGO.5.9,-1.101039767,34,0
0,angola,2011,-11.433788,20.167403,AGO.15,AGO.15.2,-0.836628795,37,0
0,angola,2011,-11.33952,20.184083,AGO.15,AGO.15.2,-0.59268707,37,0
0,angola,2011,-14.178899,21.394238,AGO.15,AGO.15.8,-1.003063917,37,0
0,angola,2011,-14.135031,21.503647,AGO.15,AGO.15.8,-1.025228858,37,0
0,angola,2011,-11.886975,22.924998,AGO.15,AGO.15.1,-1.090052485,37,0
0,angola,2011,-11.915085,22.876838,AGO.15,AGO.15.1,-1.0193609,37,0
0,angola,2011,-10.719151,22.202101,AGO.15,AGO.15.5,-0.256668001,37,0
0,angola,2011,-10.691041,22.233159,AGO.15,AGO.15.5,-0.087654449,37,0
0,angola,2011,-16.747716,14.987153,AGO.8,AGO.8.6,0.211549819,36,0
0,angola,2011,-16.688241,15.01652,AGO.8,AGO.8.6,-1.144632816,12,0
0,angola,2011,-17.10727,14.731981,AGO.8,AGO.8.6,-1.166482091,37,0
0,angola,2011,-17.277097,14.603176,AGO.8,AGO.8.6,-1.258183002,36,0
0,angola,2011,-16.569325,13.935462,AGO.8,AGO.8.1,-1.11952424,37,0
0,angola,2011,-16.432445,13.879785,AGO.8,AGO.8.1,-1.192052126,31,0
0,angola,2011,-15.052206,13.563021,AGO.10,AGO.10.10,-0.900944114,30,0
0,angola,2011,-15.05934,13.55733,AGO.10,AGO.10.10,-0.801721632,37,0
0,angola,2011,-14.703161,13.854702,AGO.10,AGO.10.10,-0.710649312,37,0
0,angola,2011,-14.700672,13.857399,AGO.10,AGO.10.10,-0.491313308,37,0
0,angola,2011,-15.352912,13.985749,AGO.10,AGO.10.3,-0.579489648,37,0
0,angola,2011,-15.374823,14.003732,AGO.10,AGO.10.3,-0.502918541,37,0
0,angola,2011,-13.848003,14.492118,AGO.10,AGO.10.2,-0.657786489,36,0
0,angola,2011,-13.858824,14.505897,AGO.10,AGO.10.2,-0.986010551,37,0
0,angola,2011,-14.854868,14.541673,AGO.10,AGO.10.13,-0.539738238,37,0
0,angola,2011,-14.82908,14.543073,AGO.10,AGO.10.13,-0.289916188,32,0
0,angola,2011,-14.744015,15.024417,AGO.10,AGO.10.11,-0.913845539,36,0
0,angola,2011,-14.786573,14.932136,AGO.10,AGO.10.11,-0.743605435,37,0
0,angola,2011,-14.222603,14.877484,AGO.10,AGO.10.4,-0.819722712,37,0
0,angola,2011,-14.009649,14.971961,AGO.10,AGO.10.1,-0.826906085,37,0
0,angola,2011,-15.753388,13.883774,AGO.10,AGO.10.6,-0.210351467,37,0
0,angola,2011,-15.750301,13.865579,AGO.10,AGO.10.6,-0.559513152,37,0
0,angola,2011,-15.785221,12.099683,AGO.16,AGO.16.4,-0.661220968,36,0
0,angola,2011,-15.784844,12.102887,AGO.16,AGO.16.4,-0.737723768,34,0
0,angola,2011,-14.117284,13.235936,AGO.16,AGO.16.2,-1.030213952,32,0
0,angola,2011,-14.084452,13.298436,AGO.16,AGO.16.2,-0.840183556,31,0
0,angola,2011,-8.817997,13.233722,AGO.11,AGO.11.3,2.139653683,27,1
0,angola,2011,-8.823097,13.229825,AGO.11,AGO.11.3,2.393529892,28,1
0,angola,2011,-8.816141,13.23632,AGO.11,AGO.11.3,2.475922108,34,1
0,angola,2011,-8.813405,13.244106,AGO.11,AGO.11.3,1.158363223,34,1
0,angola,2011,-8.840443,13.224205,AGO.11,AGO.11.5,1.809630871,34,1
0,angola,2011,-8.827519,13.225791,AGO.11,AGO.11.5,1.85235703,35,1
0,angola,2011,-8.846415,13.224051,AGO.11,AGO.11.5,1.992944837,22,1
0,angola,2011,-8.875834,13.231401,AGO.11,AGO.11.4,1.386767268,28,1
0,angola,2011,-8.835869,13.210838,AGO.11,AGO.11.7,1.577323556,35,1
0,angola,2011,-8.832266,13.221907,AGO.11,AGO.11.5,1.993238926,30,1
0,angola,2011,-8.826286,13.228105,AGO.11,AGO.11.5,1.595649123,28,1
0,angola,2011,-8.833632,13.229804,AGO.11,AGO.11.5,1.598649979,26,1
0,angola,2011,-8.856284,13.211205,AGO.11,AGO.11.5,1.494197011,36,1
0,angola,2011,-8.87411,13.197329,AGO.11,AGO.11.5,1.454064488,33,1
0,angola,2011,-8.868386,13.208145,AGO.11,AGO.11.5,1.708445668,32,1
0,angola,2011,-8.82389,13.248606,AGO.11,AGO.11.6,1.328092694,35,1
0,angola,2011,-8.816697,13.259242,AGO.11,AGO.11.6,1.977607131,37,1
0,angola,2011,-8.815725,13.261332,AGO.11,AGO.11.8,1.211713672,37,1
0,angola,2011,-8.811948,13.266252,AGO.11,AGO.11.8,1.529250145,35,1
0,angola,2011,-8.813852,13.254427,AGO.11,AGO.11.3,2.19922781,28,1
0,angola,2011,-8.809344,13.260851,AGO.11,AGO.11.8,2.158129215,36,1
0,angola,2011,-8.789044,13.288926,AGO.11,AGO.11.8,1.628991723,37,1
0,angola,2011,-8.806689,13.29555,AGO.11,AGO.11.2,1.016270638,37,1
0,angola,2011,-8.83616,13.262736,AGO.11,AGO.11.6,1.631604552,36,1
0,angola,2011,-8.83683,13.267561,AGO.11,AGO.11.6,1.925742149,33,1
0,angola,2011,-8.846789,13.243329,AGO.11,AGO.11.5,2.041414976,36,1
0,angola,2011,-8.827348,13.260334,AGO.11,AGO.11.6,1.413973927,36,1
0,angola,2011,-8.84793,13.244764,AGO.11,AGO.11.5,1.312841296,37,1
0,angola,2011,-8.865831,13.273651,AGO.11,AGO.11.4,1.592462659,37,1
0,angola,2011,-8.864,13.240764,AGO.11,AGO.11.4,1.056769013,32,1
0,angola,2011,-8.872391,13.268747,AGO.11,AGO.11.4,1.547713161,37,1
0,angola,2011,-8.864989,13.274756,AGO.11,AGO.11.4,1.706289172,37,1
0,angola,2011,-8.856465,13.26412,AGO.11,AGO.11.4,1.874893904,37,1
0,angola,2011,-8.882478,13.2459,AGO.11,AGO.11.4,1.564084172,37,1
0,angola,2011,-8.867516,13.244991,AGO.11,AGO.11.4,0.799516141,35,1
0,angola,2011,-8.834056,13.209744,AGO.11,AGO.11.7,1.47460258,35,1
0,angola,2011,-8.816916,13.220078,AGO.11,AGO.11.3,1.891406894,36,1
0,angola,2011,-9.004158,13.205266,AGO.11,AGO.11.7,0.158698976,32,0
0,angola,2011,-8.947241,13.196158,AGO.11,AGO.11.7,1.701109529,36,1
0,angola,2011,-8.788449,13.343461,AGO.11,AGO.11.1,1.348303676,36,1
0,angola,2011,-8.780709,13.371478,AGO.11,AGO.11.1,0.987412274,35,1
0,angola,2011,-8.909398,13.360441,AGO.11,AGO.11.9,2.237006426,33,1
0,angola,2011,-8.911528,13.35434,AGO.11,AGO.11.9,0.991173565,34,1
0,angola,2011,-8.906169,13.347171,AGO.11,AGO.11.9,1.472474337,36,1
0,angola,2011,-8.924589,13.351689,AGO.11,AGO.11.9,1.245414615,35,1
0,angola,2011,-8.872989,13.353201,AGO.11,AGO.11.9,1.294609547,37,1
0,angola,2011,-8.914535,13.352352,AGO.11,AGO.11.9,1.166226149,34,1
0,angola,2011,-8.9001,13.381235,AGO.11,AGO.11.9,1.474272609,37,1
0,angola,2011,-8.788655,13.312563,AGO.11,AGO.11.1,1.382474184,35,1
0,angola,2011,-8.826405,13.273063,AGO.11,AGO.11.6,1.461781383,32,1
0,angola,2011,-8.801185,13.282126,AGO.11,AGO.11.2,2.220186949,31,1
0,angola,2011,-8.825431,13.268597,AGO.11,AGO.11.6,1.974406958,37,1
0,angola,2011,-8.800267,13.336221,AGO.11,AGO.11.1,1.432456732,33,1
0,angola,2011,-8.804814,13.322053,AGO.11,AGO.11.1,1.294893384,35,1
0,angola,2011,-8.799253,13.33084,AGO.11,AGO.11.1,1.283602357,35,1
0,angola,2011,-8.776135,13.317466,AGO.11,AGO.11.1,1.470007658,35,1
0,angola,2015,-12.101381,14.140703,AGO.2,AGO.2.4,-0.992088079,26,0
0,angola,2015,-9.663518,20.377014,AGO.13,AGO.13.4,0.840118885,26,1
0,angola,2015,-8.928897,13.299542,AGO.11,AGO.11.9,1.710241318,10,1
0,angola,2015,-14.287585,17.621653,AGO.5,AGO.5.7,-0.436499625,26,0
0,angola,2015,-14.211038,13.546263,AGO.16,AGO.16.1,-0.981814742,26,0
0,angola,2015,-5.562043,12.211461,AGO.4,AGO.4.3,1.684705257,25,1
0,angola,2015,-5.580166,12.191222,AGO.4,AGO.4.3,1.759768963,25,1
0,angola,2015,-12.353335,14.778694,AGO.2,AGO.2.2,0.162535086,22,1
0,angola,2015,-11.61019,14.460758,AGO.7,AGO.7.10,-0.818060875,24,0
0,angola,2015,-8.828197,13.3354,AGO.11,AGO.11.1,1.252714634,25,1
0,angola,2015,-8.888833,13.353182,AGO.11,AGO.11.9,1.920062065,23,1
0,angola,2015,-14.236392,12.415434,AGO.16,AGO.16.3,-0.225436747,23,0
0,angola,2015,-9.096904,15.741176,AGO.14,AGO.14.2,-0.923728704,26,0
0,angola,2015,-14.666671,17.686694,AGO.5,AGO.5.7,-0.030706096,26,1
0,angola,2015,-14.921756,13.510776,AGO.10,AGO.10.10,1.792358518,26,1
0,angola,2015,-8.908463,20.259352,AGO.12,AGO.12.8,-1.014781713,20,0
0,angola,2015,-12.275742,16.026318,AGO.9,AGO.9.1,-0.798326969,26,0
0,angola,2015,-9.553536,16.389127,AGO.14,AGO.14.9,1.256983638,26,1
0,angola,2015,-13.705202,14.597441,AGO.10,AGO.10.2,-0.870300055,26,0
0,angola,2015,-15.341305,21.485585,AGO.15,AGO.15.8,-0.926760674,26,0
0,angola,2015,-8.697084,19.727543,AGO.12,AGO.12.6,-1.196521521,22,0
0,angola,2015,-7.374192,20.809691,AGO.12,AGO.12.4,2.070988655,23,1
0,angola,2015,-8.910589,13.45499,AGO.11,AGO.11.9,0.766207576,24,0
0,angola,2015,-10.561233,17.424434,AGO.14,AGO.14.8,-0.57768327,25,0
0,angola,2015,-8.881348,13.315149,AGO.11,AGO.11.9,1.92256701,26,1
0,angola,2015,-6.819462,13.327338,AGO.18,AGO.18.6,0.94020927,19,1
0,angola,2015,-10.151903,19.264746,AGO.13,AGO.13.1,-0.421195209,26,1
0,angola,2015,-8.461192,20.71533,AGO.12,AGO.12.8,-0.138812467,25,1
0,angola,2015,-10.403526,15.529566,AGO.7,AGO.7.8,-0.539864302,16,0
0,angola,2015,-9.643511,20.405183,AGO.13,AGO.13.4,-0.086473867,26,1
0,angola,2015,-12.37901,16.920537,AGO.3,AGO.3.8,0.450461358,25,1
0,angola,2015,-14.338805,14.955619,AGO.10,AGO.10.4,-0.498582989,26,0
0,angola,2015,-8.883894,13.220594,AGO.11,AGO.11.4,1.676495671,22,1
0,angola,2015,-8.586355,13.656795,AGO.1,AGO.1.2,1.529751658,26,1
0,angola,2015,-9.674744,20.379196,AGO.13,AGO.13.4,-0.18580924,26,1
0,angola,2015,-9.531624,16.334123,AGO.14,AGO.14.9,1.573303699,26,1
0,angola,2015,-13.268225,16.286991,AGO.9,AGO.9.9,-0.927974224,23,0
0,angola,2015,-12.538077,13.48618,AGO.2,AGO.2.3,1.270276546,23,1
0,angola,2015,-10.08032,17.556974,AGO.14,AGO.14.3,-0.276529014,23,1
0,angola,2015,-13.970785,13.681502,AGO.10,AGO.10.12,-0.994631231,26,0
0,angola,2015,-14.744742,17.72352,AGO.5,AGO.5.7,-0.680787325,26,0
0,angola,2015,-8.924553,13.172158,AGO.11,AGO.11.7,2.247075081,26,1
0,angola,2015,-9.045968,16.000738,AGO.14,AGO.14.2,-0.601799309,25,0
0,angola,2015,-8.879486,13.295112,AGO.11,AGO.11.4,2.018382311,15,1
0,angola,2015,-9.685429,14.441534,AGO.6,AGO.6.5,1.245578051,23,1
0,angola,2015,-12.473333,14.156655,AGO.2,AGO.2.4,-0.664640605,23,1
0,angola,2015,-15.210033,12.164757,AGO.16,AGO.16.3,0.51615262,26,1
0,angola,2015,-13.592402,13.946598,AGO.2,AGO.2.6,0.36380595,24,1
0,angola,2015,-15.117018,12.150391,AGO.16,AGO.16.3,0.074081577,24,1
0,angola,2015,-17.048687,16.503162,AGO.8,AGO.8.5,-0.926712394,26,0
0,angola,2015,-8.466017,15.260658,AGO.6,AGO.6.3,-0.36629799,24,1
0,angola,2015,-11.11256,23.708107,AGO.15,AGO.15.1,-0.660987973,18,0
0,angola,2015,-6.14914,12.359349,AGO.18,AGO.18.5,1.004878879,16,1
0,angola,2015,-9.677145,20.395768,AGO.13,AGO.13.4,0.847587109,26,1
0,angola,2015,-6.257807,14.21544,AGO.18,AGO.18.2,0.081183456,18,1
0,angola,2015,-10.899427,16.091439,AGO.7,AGO.7.6,-0.419854015,16,0
0,angola,2015,-6.1072,14.628845,AGO.18,AGO.18.1,0.067651048,25,1
0,angola,2015,-9.551154,16.360042,AGO.14,AGO.14.9,1.266082406,23,1
0,angola,2015,-12.757253,15.756708,AGO.9,AGO.9.5,2.03161025,20,1
0,angola,2015,-8.424109,20.735781,AGO.12,AGO.12.8,0.854675055,21,1
0,angola,2015,-15.186579,12.172009,AGO.16,AGO.16.3,1.74781096,26,1
0,angola,2015,-12.64765,13.377255,AGO.2,AGO.2.3,1.095803618,24,1
0,angola,2015,-9.004046,20.412949,AGO.12,AGO.12.8,-0.600243032,26,0
0,angola,2015,-8.780813,18.00381,AGO.12,AGO.12.5,-0.43793267,20,1
0,angola,2015,-17.193086,15.590494,AGO.8,AGO.8.2,-0.569460809,24,0
0,angola,2015,-8.808396,13.33674,AGO.11,AGO.11.1,1.307718277,21,1
0,angola,2015,-4.766244,12.51069,AGO.4,AGO.4.2,0.622179866,21,0
0,angola,2015,-8.845366,13.326872,AGO.11,AGO.11.1,1.399145365,26,1
0,angola,2015,-8.888918,13.483642,AGO.11,AGO.11.9,2.415039539,26,1
0,angola,2015,-15.224634,12.176025,AGO.16,AGO.16.3,0.62465924,25,1
0,angola,2015,-6.136926,12.35474,AGO.18,AGO.18.5,0.40216136,20,1
0,angola,2015,-9.320071,14.906135,AGO.6,AGO.6.6,1.630022645,24,1
0,angola,2015,-11.75671,19.922087,AGO.15,AGO.15.9,0.6271891,22,1
0,angola,2015,-6.142472,12.3597,AGO.18,AGO.18.5,0.927460849,20,1
0,angola,2015,-7.487095,16.22542,AGO.17,AGO.17.1,-0.862545192,26,0
0,angola,2015,-8.615344,13.546773,AGO.1,AGO.1.2,1.187500834,25,0
0,angola,2015,-4.653519,12.731428,AGO.4,AGO.4.1,0.461713731,17,0
0,angola,2015,-6.613281,15.776278,AGO.17,AGO.17.4,-0.88765806,25,0
0,angola,2015,-15.644771,20.891849,AGO.5,AGO.5.9,-0.59832859,24,0
0,angola,2015,-8.441921,20.717824,AGO.12,AGO.12.8,-0.357177496,25,1
0,angola,2015,-12.586147,13.427717,AGO.2,AGO.2.3,1.64208889,25,1
0,angola,2015,-5.601466,12.191756,AGO.4,AGO.4.3,1.754071116,25,1
0,angola,2015,-15.200578,12.168686,AGO.16,AGO.16.3,1.487627745,26,1
0,angola,2015,-17.957551,20.938078,AGO.5,AGO.5.5,-0.99608767,26,0
0,angola,2015,-10.71007,22.213614,AGO.15,AGO.15.5,-0.211427167,21,1
0,angola,2015,-11.775803,19.900256,AGO.15,AGO.15.9,1.454045534,26,1
0,angola,2015,-12.43178,16.778168,AGO.3,AGO.3.8,-0.387016207,16,0
0,angola,2015,-15.142602,12.177361,AGO.16,AGO.16.3,0.954135001,24,1
0,angola,2015,-17.778163,19.187323,AGO.5,AGO.5.2,-0.75538069,26,0
